1,192000,2,48000,AC-3,1
2,192000,2,48000,AC-3,1
3,90675,1,44100,AAC LC,2
4,317021,2,48000,AAC LC,3
5,317180,2,48000,AAC LC,4
6,316987,2,48000,AAC LC,5
7,316598,2,48000,AAC LC,6
8,317210,2,48000,AAC LC,7
9,316714,2,48000,AAC LC,8
